标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
云县澜沧江广场成烂尾楼云县 烂尾,已办理,城建 求助,匿***,2015-12-0508:46,尊敬的孙书记： 您好！我是云县澜沧江广场的业主，这 些 日子我们业主是欲哭无泪，寝食难安，有家不 能 回。实在没有办法想通过孙书记帮我们200余户 业主作主。澜沧江广场自2014年停工后一直处于停工状态，并且开发商相互推脱责任，一直都没有说法。们害怕成了烂尾楼，我想书记也不希 望那样。我 们一辈的积蓄买套房子却是这样的结 局，我们所有 业主肯请孙书记一定还我们一个公道,临沧市委  孙青友,尊敬的孙书记： 您好！我是云县澜沧江广场的业主，这 些 日子我们业主是欲哭无泪，寝食难安，有家不 能 回。实在没有办法想通过孙书记帮我们200余户 业主作主。澜沧江广场自2014年停工后一直处于停工状态，并且开发商相互推脱责任，一直都没有说法。们害怕成了烂尾楼，我想书记也不希 望那样。我 们一辈的积蓄买套房子却是这样的结 局，我们所有 业主肯请孙书记一定还我们一个公道,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
解决宽带问题。,已办理,其他 咨询,匿***,2015-11-1710:57,领导，你们好！    我想问一下，玉龙湖这边14栋线烧了一个月了，每次打电话去都是说报告没下来，我想问一下，这个报告需要那么长时间吗？为什么都是在骗我们呢，电梯也是只开一部，每天下班那么多人。其他电梯有问题，为什么不快点处理呢。,临沧市委  孙青友,领导，你们好！    我想问一下，玉龙湖这边14栋线烧了一个月了，每次打电话去都是说报告没下来，我想问一下，这个报告需要那么长时间吗？为什么都是在骗我们呢，电梯也是只开一部，每天下班那么多人。其他电梯有问题，为什么不快点处理呢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
施工污染无人管,已办理,环保 建言,匿***,2015-11-1317:01,云县爱华镇瓦窑坝建筑施工无人管，晴天灰尘漫天，路上全是灰尘，不知环保、城建部门在干什么？,临沧市委　孙青友,云县爱华镇瓦窑坝建筑施工无人管，晴天灰尘漫天，路上全是灰尘，不知环保、城建部门在干什么？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临翔区百丽苑门口酒吧扰民,已办理,治安 求助,匿***,2015-11-1314:01,尊敬的孙书记，我是临翔区百丽苑1期的住户。最近我们小区大门口（属于百丽苑的商铺）开了一家酒吧叫“军号祥”。每天晚上营业到凌晨，不但各种音响声音大，还有喝酒醉人大声唱歌。由于我们小区特殊，呈四合院形式，声音更是被放大很多倍，我们小区居民很难在凌晨2点前得到宁静。希望您能督促部门管一下。,临沧市委　孙青友,尊敬的孙书记，我是临翔区百丽苑1期的住户。最近我们小区大门口（属于百丽苑的商铺）开了一家酒吧叫“军号祥”。每天晚上营业到凌晨，不但各种音响声音大，还有喝酒醉人大声唱歌。由于我们小区特殊，呈四合院形式，声音更是被放大很多倍，我们小区居民很难在凌晨2点前得到宁静。希望您能督促部门管一下。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
腾达文林秋苑交不了房,已办理,城建 求助,匿***,2015-11-0410:37,孙书记你好.我是文林秋苑业主腾达文林秋苑小区涉及业主人数众多.现在交房期已经过了.但是工地现在还在停工状态.公告说年底交房.但目前情况还是停工状态.业主无家可归.望书记给民做主,中共临沧市委 孙青友,孙书记你好.我是文林秋苑业主腾达文林秋苑小区涉及业主人数众多.现在交房期已经过了.但是工地现在还在停工状态.公告说年底交房.但目前情况还是停工状态.业主无家可归.望书记给民做主,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
民生关注,已办理,城建 求助,匿***,2015-10-2708:01,希望孙书记关心下孟定农民街住户。这里闲置几年未动，晴天灰尘满天，雨天淤泥坑洼，一些住户搬不成，建又不批。谢谢!,临沧市委 孙青友,希望孙书记关心下孟定农民街住户。这里闲置几年未动，晴天灰尘满天，雨天淤泥坑洼，一些住户搬不成，建又不批。谢谢!,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临翔区百树广场停车收费标准不合理,已办理,其他 投诉,匿***,2015-10-2115:20,孙书记：您好！我是生活、工作在临翔区的一名普通市民，今天想向您反映的是关于临翔区百树广场收取停车费的问题。我的孩子在百树广场旁的市幼儿园上学，我每天必须开车接送她上下学，因为周边还有三所学校，每到孩子上下学期间，学校旁的路段就非常拥挤，加上那个路段也没有停车位，我们就只能把车停在百树广场内。之前百树广场贴出公告规定：停车30分钟以内不收费，30分钟以后每小时收费3元。可实际实施起来却是只要一停车不计时间就要收费。其实我们占用停车位的时间不会太长，只要一接送完孩子马上就会开车走的，希望领导能支持我们这个诉求，希望百树广场能遵守之前的停车费收取的规定。,中共临沧市委 孙青友,孙书记：您好！我是生活、工作在临翔区的一名普通市民，今天想向您反映的是关于临翔区百树广场收取停车费的问题。我的孩子在百树广场旁的市幼儿园上学，我每天必须开车接送她上下学，因为周边还有三所学校，每到孩子上下学期间，学校旁的路段就非常拥挤，加上那个路段也没有停车位，我们就只能把车停在百树广场内。之前百树广场贴出公告规定：停车30分钟以内不收费，30分钟以后每小时收费3元。可实际实施起来却是只要一停车不计时间就要收费。其实我们占用停车位的时间不会太长，只要一接送完孩子马上就会开车走的，希望领导能支持我们这个诉求，希望百树广场能遵守之前的停车费收取的规定。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临沧机场停车10分钟就收费不合理,已办理,其他 投诉,匿***,2015-10-1616:12,临沧机场从进入到出来只要超过10分就收费不合理。飞机到达时，进入停好车，接了人，开走，出来门口时，此时接了人的车都要走，每张车都收费，排很长的队，收费员慢慢的收，这里就要耽误5分钟，实际上停的结果就是实际停了5分钟就收费，不合理，比临沧闹市区停车开始收费的时间还短。请书记严查。,中共临沧市委 孙青友,临沧机场从进入到出来只要超过10分就收费不合理。飞机到达时，进入停好车，接了人，开走，出来门口时，此时接了人的车都要走，每张车都收费，排很长的队，收费员慢慢的收，这里就要耽误5分钟，实际上停的结果就是实际停了5分钟就收费，不合理，比临沧闹市区停车开始收费的时间还短。请书记严查。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
农村饮水问题,已办理,三农 求助,匿***,2015-10-1417:26,孙书记，您好！我想向您反映的是农村饮水问题。我们家住临翔区凤翔街道办事处新村村委会三组，我们全村的饮用水从大山的小沟中引来，一到雨季水就很浑浊，并且水源就在农田边上，农户们种菜时喷洒的农药，施的化肥都会污染水源，这给村民们带来很大的困扰，同时水质也可能威胁到村民们的身体健康，能否给予我们帮助，保护我们全村的水源，关注农村饮用水水质问题。谢谢,中共临沧市委 孙青友,孙书记，您好！我想向您反映的是农村饮水问题。我们家住临翔区凤翔街道办事处新村村委会三组，我们全村的饮用水从大山的小沟中引来，一到雨季水就很浑浊，并且水源就在农田边上，农户们种菜时喷洒的农药，施的化肥都会污染水源，这给村民们带来很大的困扰，同时水质也可能威胁到村民们的身体健康，能否给予我们帮助，保护我们全村的水源，关注农村饮用水水质问题。谢谢,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
永德糖业房地产欺诈业主血汗钱,已办理,城建 求助,匿***,2015-10-1111:01,书记您好，我们是永糖房地产康德永康小区住户，地产商宣传购房时说是有70年产权房产证。签完购房合同后，购房合同不给购房者，付清房款后，不给房产证明。多次询问，答复都是正在办理中。     但实际情况并非如此，该小区早已被永德糖业集团申报成为棚户区改造项目，在申报成功后又以产权住房卖出，现在住户付钱，没有购房合同，没有房产证。恳请书记明查秋好，为民作主。,中共临沧市委 孙青友,书记您好，我们是永糖房地产康德永康小区住户，地产商宣传购房时说是有70年产权房产证。签完购房合同后，购房合同不给购房者，付清房款后，不给房产证明。多次询问，答复都是正在办理中。     但实际情况并非如此，该小区早已被永德糖业集团申报成为棚户区改造项目，在申报成功后又以产权住房卖出，现在住户付钱，没有购房合同，没有房产证。恳请书记明查秋好，为民作主。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
