标题,状态,领域,用户名,时间,内容
聚财猫良性退出，求政府介入，对实际控制人监管,待回复,金融 求助,小***,2018-07-2014:16,全是老百姓的血汗钱，投资者无法直接无平台联络对话，求政府介入，对实际控制人监管，最大程度挽回老百姓损失
聚财猫投资平台真要让人血本无归,待回复,政务 求助,小***,2018-07-2014:07,最近几天投资平台接连暴雷，很多人都血本无归，无奈选择放弃工作来到上海维权，天天受着全部积蓄打水漂的折磨，政府真的不能不管啊。希望书记一定要为我们做主啊。
请问这么多上海的P2P平台出事儿了，怎么维护,待回复,金融 投诉,W***,2018-07-2011:13,金银猫平台良性清盘，请问能否查清有无违法行为，如果有，那么一直以来的监管机制作用何在？老百姓的血汗钱投入，金融办、经侦等部门是否能一起帮助老百姓要回公道？这么多平台的爆雷，请问政府有无应急措施？我们不想跑这个门那个门的，老百姓不懂究竟哪儿能管，哪可以管？请领导重视，为我们伸冤。
投诉聚财猫,待回复,金融 投诉,沈***,2018-07-2011:10,我是一个普通的老百姓。本想能都弄点钱补贴家用的。没想到连本金都不得回归了。这日子没法过了
聚财猫公告良心退出却人去楼空，请领导关注,待回复,金融 求助,湖***,2018-07-2010:40,本月十七号正常运营，十八号凌晨公告停止运营良心退出却人去楼空。公司客服联系不上，电话拨打无人接听。高管不知身在何处。请领导关注，给我们一个真实可靠的答复，谢谢。
聚财猫用户，要求相关部门监督其良性退出兑付本,待回复,金融 求助,蓝***,2018-07-2010:15,聚财猫投资者，投进去十几万，有的明年后年到期，现在平台停运了，员工和老板都找不到人。现在最重要的，是希望相关部门监管聚财猫ceo薛亮能够给我们兑付本金，保证大家的钱能回来。而不是把他抓起来怎样怎样，希望该公司的每一个程序都在监管之下具有法律效应
聚财猫害得我们血本无归,待回复,金融 求助,聚***,2018-07-2009:57,我是聚财猫的受害者，聚财猫突然公布停止运行，并没有给我们任何交代。我们老百姓五百亿的血汗钱全部被坑了，望书记给我们主持公道，还我们血汗钱，谢谢！
聚财猫诈骗，骗走大家所有家产,待回复,金融 投诉,晨***,2018-07-2009:57,聚财猫作为大型投资平台，虚假担保，欺骗投资人现在整个公司跑路，期望书记能加强监管，不要让薛亮跑了，替我们老百姓要回血汗钱，这是我们小老百姓一辈子的收入吧
聚财猫平台欠我血汗钱,待回复,金融 求助,七***,2018-07-2009:55,聚财猫平台欠我血汗钱，请市长替老百姓做主
你好，李书记,待回复,金融 求助,童***,2018-07-2009:54,我是聚财猫平台的一名投资者，在平台上投了34万，是我全部的身家，从18号平台清盘，回款不了！请政府督促平台及时还款！
聚财猫突然退出，未来几年的款项没有着落,待回复,金融 求助,简***,2018-07-2009:54,我是一名普通的工薪阶层，我们用心工作，存钱，在没有投资渠道的方式选择了聚财猫。18号聚财猫突然宣布良性退出，可是我们的钱呢，求政府帮帮忙！真的一点一点存下来的！21万，家里马上装修都开不了工！
聚财猫骗走我一生积蓄,待回复,金融 求助,a***,2018-07-2009:50,书记你好！去年元月开始我在聚财猫上投资，昨天聚财猫宣布因借款方无力还款，还款逾期，公司宣布良性退出，我全部的积蓄还在里面没出来呢！求书记重视，让有关部门帮我们把血汗钱追回来！
恳求帮助拿回投资聚财猫理财平台的钱,待回复,金融 求助,聚***,2018-07-2009:45,我是聚财猫的投资人，未到期偿付的投资额近33万，一夜之间，上海聚财猫理财突然宣布因为它的债务人出现大面积逾期还款，公司无法正常开展业务，我听闻此消息，想死的心都有了，这些钱是我一个老百姓家庭省吃俭用好多年的积蓄，每天无法入睡，以泪洗面。恳求国家和政府帮助督促聚财猫公司继续完成对我们小投资人的兑付，并监督聚财猫的债务人偿还对聚财猫的债务，防止这些债务人趁乱老赖。
聚财猫还我血汗钱,待回复,金融 求助,聚***,2018-07-2009:45,本人在上海裕乾金融信息服务有限公司（聚财猫）投资百万资金，平台公司地址位于上海浦东新区东方路985号一百杉杉大厦8楼。18日公司宣布因为逾期太多良性退出市场，但是现在公司人去楼空，投资人血本无归。通报了浦东新区经侦队和区金融办，目前全国各地大量投资者赶赴上海报案维权。但是现在浦东新区经侦调查迟缓，而金融监管又失职，涉及400万人400万家庭的500亿平台轰然倒塌，投资人如何继续生活，恳求书记能主持公道，恳求政府能尽快出面调查，追讨本金，都是所有家庭的血汗钱，帮帮老百姓。
聚财猫人去楼空，全部家产都取不回来,待回复,金融 投诉,j***,2018-07-2009:44,聚财猫平台，7.18号对外公示停止运营，支付通道关闭，到期的钱也取不出来，没到期的也没有兑付计划，公司人去楼空，高层不见人影。受害人分散在全国各地，报案都没有引起重视，希望领导百忙中关注一下，及早让经侦部门介入，我们只希望能尽早的拿回自己的本金，别让高层卷款跑路，谢谢
聚财猫爆盘,待回复,金融 求助,徐***,2018-07-2009:42,单身带一个孩子，目前住院身体很不好，好不容易存了点钱投资短期聚财猫出现该P2P公司爆盘，请市委书记为民做主，不然想想日子没有勇气过不下去了！
聚财猫 维权,待回复,政务 求助,石***,2018-07-2009:39,聚财猫平台停止运营，目前平台未给出解决办法，希望有关部门可以介入监督
聚财猫受害,待回复,金融 求助,s***,2018-07-2009:39,我是p2p聚财猫的受害者，我全家的积蓄34万全部投入
我们的血汗钱投在聚财猫了，希望领导帮我们找回,待回复,金融 求助,w***,2018-07-2009:39,我们在聚财猫投的钱逾期了，请领导帮帮我们吧，那是我半辈子的血汗钱。
聚财猫害我血本无归,待回复,金融 求助,梁***,2018-07-2009:36,聚财猫突然退出，害我血本无归，倾家荡产，望领导了解情况，给予帮助
p2p平台纷纷跑路，受害者甚多,待回复,金融 求助,聚***,2018-07-2009:34,本人投资的聚财猫平台关闭，无法回款。大家都是小老百姓，都是辛苦的血汗钱。现在很多的平台都跑路或者退出，受害人很多。希望领导可以重视，政府可以管理。监督督促公司清偿，帮助受害人讨债。哎，帮帮我们吧。
聚财猫理财平台暴雷,待回复,金融 求助,浙***,2018-07-2009:33,聚财猫理财平台有卷款跑路迹象。浙江百姓受损严重。望李书记关注，保护小百姓，挽回血汗钱。
上海聚财猫P2P平台让让400多万个用户受损,待回复,金融 求助,聚***,2018-07-2009:15,"李强书记您好:          我是上海裕乾金融信息服务有限公司旗下理财a pp聚财猫的受害人。2018年7月18号聚财猫平台写出良性退出公告,到期理财产品无法回款。客服无人接听，公司人去楼空。负责人一度失联,而且没有给出具体解决方案。感觉像是在拖延时间，准备跑路。我们很多人已经报案了,希望，上海警方尽快立案,防止，负责人资产转移。平台交易量已经超过400多亿,我们每个人投的都是血汗钱。少则几万，多则几百万。望政府能为我们做主。"
聚财猫倒了，我们都要倾家荡产了！,待回复,金融 求助,聚***,2018-07-2008:58,我在上海工作多年，好不容易存下二十几万，聚财猫投了三年了，现在说出问题就出问题，关键是同一天上海p2p出事的不止一家，到底政府出了什么政策让这些平台一下子出事！仅我们一个小的聚财猫用户群一百来号人，涉及金额已达上亿元，更不用说平台上百来万用户。监管部门究竟有没有履行职责？我们的血汗钱要怎么办？
永利宝骗走了我一生的积蓄,待回复,政务 求助,永***,2018-07-1919:00,我是上海P2P平台永利宝和火理财诈骗案的受害者!永利宝和火理财是在国家企业信用平台上查询至今经营正常的合法平台，有银行存管和各项认证，从今天下午开始跑路了，我们都是普通的工薪阶层，上有老，下有小，我们出借永利宝和火理财只是想我们的财富能保值，以减轻一点我们生活的压力，可永利宝和火理财却利用我们的信任，骗取我们的财富后跑路了至今音迅全无，使我们的生活陷入困境，破坏了社会的和谐和稳定。希望政府重视，救我们于水火。把诈骗犯绳之以法，归还我们的血汗钱
